pair_key,substance_a_id,substance_b_id,is_self_pair,classification_code,classification_confidence,risk_score,risk_label,headline,mechanism_summary,timing_guidance,field_notes,primary_mechanism_category,mechanism_categories,evidence_gaps,provenance_confidence_tier,provenance_rationale
clonidine_guanfacine|nn_dmt,nn_dmt,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine_guanfacine|psilocybin,psilocybin,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,Monitor for early hypertension during peak psychedelic effects and possible later hypotension or bradycardia as alpha-2 agonist effects predominate.,"Avoid high psilocybin doses, alcohol, benzodiazepines, and other antihypertensives. Use a supervised seated or lying setting with BP/HR monitoring if the combination cannot be avoided.",psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine_guanfacine|salvia,salvia,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine_guanfacine|serotonergic_opioids,serotonergic_opioids,clonidine_guanfacine,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
clonidine_guanfacine|snri,snri,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine_guanfacine|ssri,ssri,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine_guanfacine|tobacco_rape,tobacco_rape,clonidine_guanfacine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
clonidine_guanfacine|tricyclic_ad,tricyclic_ad,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine_guanfacine|two_c_x,two_c_x,clonidine_guanfacine,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
clonidine_guanfacine|yopo,yopo,clonidine_guanfacine,false,INFERRED,low,NULL,Mechanistic inference,"No deterministic mapping was available, so this pair is classified through a conservative rule-based mechanistic inference.",The exact mechanism is unresolved; the classification is intentionally provisional.,NULL,NULL,psychiatric_destabilization,[psychiatric_destabilization operational_or_behavioral_risk],No direct pair-specific evidence was loaded.,low,This is a catch-all fallback when no sharper class-level rule is available.
clonidine|clonidine,clonidine,clonidine,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
clonidine|cocaine,cocaine,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|five_meo_dmt,five_meo_dmt,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|kambo,kambo,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|ketamine,ketamine,clonidine,false,THEORETICAL,low,2.00,Theoretical interaction,"Ketamine plus clonidine is a plausible autonomic interaction that can alter sedation, blood pressure, and recovery from dissociation.","Ketamine may raise sympathetic tone while clonidine suppresses noradrenergic output, creating an unstable balance around blood pressure and alertness.",NULL,NULL,glutamate_modulation,[glutamate_modulation hemodynamic_interaction operational_or_behavioral_risk cardiovascular_load glutamatergic_dissociation pharmacodynamic_cns_depression],No direct pair-specific clinical trial data were identified.,low,There is no direct ketamine plus clonidine safety dataset for this exact pairing.
clonidine|lamotrigine,lamotrigine,clonidine,false,THEORETICAL,low,2.00,Theoretical interaction,"Lamotrigine plus clonidine is a plausible low-grade theoretical interaction centered on additive dizziness, sedation, and orthostatic effects.","Lamotrigine modulates sodium channels while clonidine suppresses sympathetic output, so the main concern is tolerability rather than a unique toxidrome.",NULL,NULL,ion_channel_modulation,[ion_channel_modulation noradrenergic_suppression operational_or_behavioral_risk pharmacodynamic_cns_depression],No direct pair-specific clinical trials were identified.,low,No direct pair-specific evidence was identified.
clonidine|lithium,lithium,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|lsd,lsd,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",Expect early increases in blood pressure and heart rate followed by possible later hypotension or bradycardia as alpha-2 agonist effects dominate.,"Use a supervised low-stimulation setting because dizziness, impaired coordination, and an unpredictable intensity shift are plausible.",noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|maoi_pharma,maoi_pharma,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|mescaline_peyote,mescaline_peyote,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|methylphenidate,methylphenidate,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|ndri_bupropion,ndri_bupropion,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|nn_dmt,nn_dmt,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|psilocybin,psilocybin,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",Monitor for early hypertension during peak psychedelic effects and possible later hypotension or bradycardia as alpha-2 agonist effects predominate.,"Avoid high psilocybin doses, alcohol, benzodiazepines, and other antihypertensives. Use a supervised seated or lying setting with BP/HR monitoring if the combination cannot be avoided.",noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|salvia,salvia,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|serotonergic_opioids,serotonergic_opioids,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|snri,snri,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|ssri,ssri,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|tobacco_rape,tobacco_rape,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|tricyclic_ad,tricyclic_ad,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
clonidine|yopo,yopo,clonidine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
cocaine|cocaine,cocaine,cocaine,true,SELF,not_applicable,-1.00,Same Entity / N-A,Same entity selected; this is not an interaction pair.,NULL,NULL,NULL,unknown,[unknown],NULL,low,Self pairing is not an interaction and is preserved as a non-comparable diagonal case.
cocaine|dox,cocaine,dox,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
cocaine|five_meo_dmt,five_meo_dmt,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|guanfacine,cocaine,guanfacine,false,THEORETICAL,medium,2.00,Theoretical interaction,Alpha-2 agonist exposure with a cardiovascularly active partner points to a provisional noradrenergic suppression / hemodynamic interaction.,"Alpha-2 agonists reduce sympathetic outflow and can lower heart rate and blood pressure, making compensatory responses harder to predict.",NULL,NULL,noradrenergic_suppression,[noradrenergic_suppression hemodynamic_interaction psychiatric_destabilization cardiovascular_load],"- Avoid abrupt clonidine or guanfacine changes.
- Monitor for dizziness, bradycardia, hypotension, or unusual sedation.",medium,Class-level autonomic pharmacology supports a cautious inference.
cocaine|kambo,kambo,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|ketamine,cocaine,ketamine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|lamotrigine,cocaine,lamotrigine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|lithium,cocaine,lithium,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|lsd,lsd,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|maoi_pharma,maoi_pharma,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|mdma,cocaine,mdma,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
cocaine|mescaline_peyote,mescaline_peyote,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|methylphenidate,methylphenidate,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|nbome_series,cocaine,nbome_series,false,INFERRED,low,NULL,Unknown/Insufficient Data,No explicit interaction classification is loaded for this pair in the current curated dataset.,NULL,NULL,NULL,psychiatric_destabilization,[],NULL,low,No explicit rule is loaded for this pair in the current dataset.
cocaine|ndri_bupropion,ndri_bupropion,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|nn_dmt,nn_dmt,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|psilocybin,psilocybin,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|salvia,salvia,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|serotonergic_opioids,cocaine,serotonergic_opioids,false,THEORETICAL,medium,2.00,Theoretical interaction,A CNS-depressant or opioid-like partner with another depressant signal suggests pharmacodynamic CNS depression with possible respiratory involvement.,"Sedation, slowed respiration, vomiting, and impaired self-protection can stack even when the exact chemistry differs.",NULL,NULL,pharmacodynamic_cns_depression,[pharmacodynamic_cns_depression respiratory_depression operational_or_behavioral_risk dehydration_or_electrolyte_risk],"- Avoid mixing with alcohol, benzodiazepines, or other sedatives.
- Seek urgent care for slowed breathing, cyanosis, or unresponsiveness.",medium,The shared depressant physiology is enough to support a moderate provisional warning.
cocaine|snri,snri,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
cocaine|ssri,ssri,cocaine,false,THEORETICAL,low,2.00,Theoretical interaction,Stimulant or monoamine-releasing exposure with another activating agent suggests sympathomimetic load or stimulant stacking.,"Additive catecholaminergic and serotonergic activation can raise heart rate, blood pressure, anxiety, and overheating risk.",NULL,NULL,sympathomimetic_load,[sympathomimetic_load cardiovascular_load psychiatric_destabilization hemodynamic_interaction],"- Avoid sleep deprivation, dehydration, and dose escalation.
- Do not ignore chest pain, severe headache, or confusion.",low,Class-level autonomic activation supports a cautious inference even without pair-specific trials.
